n, quick_cmp, quick_swaps, quick_time, heap_cmp, heap_swaps, heap_time, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time
426,    6132,      3344,       33,     3175,       3748,        46
427,    6154,      3349,       17,     3176,       3758,        26
428,    6191,      3370,       16,     3188,       3768,        20
429,    6187,      3369,       18,     3201,       3778,        17
430,    6212,      3380,       17,     3207,       3788,        19
431,    6241,      3398,       18,     3223,       3798,        18
432,    6255,      3412,       16,     3249,       3808,        21
433,    6282,      3423,       17,     3258,       3818,        16
434,    6289,      3421,       18,     3263,       3828,        18
435,    6308,      3438,       17,     3272,       3838,        18
436,    6335,      3437,       17,     3267,       3848,        20
437,    6323,      3434,       19,     3289,       3858,        17
438,    6351,      3454,       19,     3305,       3868,        24
439,    6374,      3471,       17,     3321,       3878,        18
440,    6393,      3480,       18,     3319,       3888,        21
441,    6407,      3486,       18,     3326,       3898,        16
442,    6433,      3509,       16,     3329,       3908,        30
443,    6430,      3504,       18,     3342,       3918,        18
444,    6472,      3533,       18,     3341,       3928,        20
445,    6477,      3517,       17,     3353,       3938,        17
446,    6504,      3547,       18,     3354,       3948,        20
447,    6510,      3543,       17,     3371,       3958,        19
448,    6532,      3558,       17,     3375,       3968,        21
449,    6560,      3578,       16,     3383,       3978,        18
450,    6562,      3577,       16,     3399,       3988,        19
451,    6588,      3590,       19,     3408,       3998,        25
452,    6594,      3592,       19,     3405,       4008,        22
453,    6601,      3575,       20,     3411,       4018,        23
454,    6634,      3603,       18,     3431,       4028,        20
455,    6638,      3614,       21,     3437,       4038,        19
456,    6662,      3626,       20,     3452,       4048,        21
457,    6665,      3621,       19,     3461,       4058,        17
458,    6693,      3638,       19,     3466,       4068,        20
459,    6707,      3653,       18,     3474,       4078,        18
460,    6721,      3661,       18,     3488,       4088,        21
461,    6749,      3667,       18,     3501,       4098,        18
462,    6790,      3692,       24,     3503,       4108,        22
463,    6802,      3695,       18,     3520,       4118,        20
464,    6811,      3699,       20,     3514,       4128,        30
465,    6813,      3702,       19,     3528,       4138,        19
466,    6860,      3738,       19,     3546,       4148,        21
467,    6871,      3745,       19,     3545,       4158,        20
468,    6865,      3740,       19,     3561,       4168,        22
469,    6895,      3757,       19,     3577,       4178,        18
470,    6914,      3751,       19,     3583,       4188,        21
471,    6913,      3753,       18,     3587,       4198,        20
472,    6965,      3800,       20,     3596,       4208,        22
473,    6947,      3776,       18,     3607,       4218,        19
474,    6979,      3794,       21,     3613,       4228,        21
475,    6985,      3809,       18,     3622,       4238,        26
476,    7029,      3830,       20,     3629,       4248,        22
477,    7045,      3835,       18,     3632,       4258,        19
478,    7073,      3855,       19,     3648,       4268,        22
479,    7063,      3847,       18,     3663,       4278,        21
480,    7078,      3848,       19,     3671,       4288,        23
481,    7105,      3867,       18,     3683,       4298,        17
482,    7130,      3879,       19,     3688,       4308,        21
483,    7132,      3866,       18,     3702,       4318,        20
484,    7170,      3901,       19,     3706,       4328,        22
485,    7176,      3907,       20,     3717,       4338,        20
486,    7200,      3907,       20,     3717,       4348,        28
487,    7225,      3927,       18,     3733,       4358,        21
488,    7210,      3929,       25,     3740,       4368,        23
489,    7244,      3925,       19,     3749,       4378,        20
490,    7258,      3942,       41,     3762,       4388,        24
491,    7274,      3942,       23,     3765,       4398,        20
492,    7290,      3956,       20,     3788,       4408,        22
493,    7309,      3964,       20,     3789,       4418,        19
494,    7329,      3989,       20,     3793,       4428,        21
495,    7350,      4005,       19,     3811,       4438,        21
496,    7372,      3997,       20,     3815,       4448,        23
497,    7372,      4007,       18,     3826,       4458,        26
498,    7402,      4014,       20,     3831,       4468,        21
499,    7427,      4037,       19,     3836,       4478,        20
500,    7430,      4043,       19,     3846,       4488,        23
501,    7454,      4052,       19,     3859,       4498,        20
502,    7487,      4070,       18,     3869,       4508,        22
503,    7480,      4060,       18,     3876,       4518,        21
504,    7512,      4077,       20,     3876,       4528,        23
505,    7532,      4100,       18,     3887,       4538,        20
506,    7540,      4096,       21,     3898,       4548,        21
507,    7563,      4105,       21,     3909,       4558,        27
508,    7580,      4125,       21,     3919,       4568,        23
509,    7597,      4124,       21,     3932,       4578,        21
510,    7615,      4147,       21,     3928,       4588,        23
511,    7620,      4138,       22,     3933,       4598,        28
512,    7667,      4180,       22,     3954,       4608,        26
513,    7658,      4167,       22,     3963,       4619,        24
514,    7689,      4173,       22,     3980,       4630,        23
515,    7726,      4191,       22,     3981,       4641,        21
516,    7718,      4193,       22,     3980,       4652,        23
517,    7732,      4191,       22,     3987,       4663,        27
518,    7756,      4224,       21,     3996,       4674,        23
519,    7801,      4247,       21,     4009,       4685,        22
520,    7795,      4233,       40,     4038,       4696,       107
521,    7820,      4251,       23,     4046,       4707,        28
522,    7840,      4247,       23,     4060,       4718,        26
523,    7840,      4242,       25,     4075,       4729,        23
524,    7890,      4296,       21,     4060,       4740,        27
525,    7888,      4279,       20,     4062,       4751,        22
526,    7900,      4276,       23,     4076,       4762,        30
527,    7914,      4290,       23,     4099,       4773,        31
528,    7945,      4313,       23,     4101,       4784,        27
529,    7953,      4316,       23,     4104,       4795,        22
530,    7972,      4330,       23,     4119,       4806,        24
531,    7994,      4337,       26,     4118,       4817,        33
532,    8017,      4352,       25,     4131,       4828,        28
533,    8029,      4355,       25,     4136,       4839,        23
534,    8044,      4378,       24,     4157,       4850,        25
535,    8069,      4384,       24,     4151,       4861,        25
536,    8090,      4400,       22,     4168,       4872,        27
537,    8112,      4407,       22,     4180,       4883,        20
538,    8093,      4393,       59,     4186,       4894,        24
539,    8127,      4400,       21,     4201,       4905,        22
540,    8137,      4428,       21,     4200,       4916,        32
541,    8182,      4444,       21,     4209,       4927,        22
542,    8205,      4459,       22,     4225,       4938,        30
543,    8195,      4443,       21,     4214,       4949,        23
544,    8239,      4472,       22,     4254,       4960,        26
545,    8241,      4461,       24,     4264,       4971,        21
546,    8269,      4496,       24,     4274,       4982,        31
547,    8291,      4497,       24,     4283,       4993,        26
548,    8310,      4514,       23,     4303,       5004,        27
549,    8321,      4519,       24,     4307,       5015,        23
550,    8337,      4521,       23,     4312,       5026,        25
551,    8368,      4547,       24,     4329,       5037,        23
552,    8380,      4546,       22,     4321,       5048,        27
553,    8389,      4543,       84,     4322,       5059,        30
554,    8410,      4551,       23,     4336,       5070,        31
555,    8399,      4561,       24,     4339,       5081,        32
556,    8442,      4576,       23,     4349,       5092,        27
557,    8467,      4590,       25,     4360,       5103,        32
558,    8449,      4571,       24,     4384,       5114,        30
559,    8482,      4575,       25,     4382,       5125,        27
560,    8508,      4616,       25,     4379,       5136,        28
561,    8532,      4627,       24,     4391,       5147,        22
562,    8566,      4649,       24,     4399,       5158,        31
563,    8533,      4626,       23,     4425,       5169,        24
564,    8586,      4648,       22,     4429,       5180,        26
565,    8590,      4658,       21,     4442,       5191,        22
566,    8603,      4669,       24,     4456,       5202,        26
567,    8629,      4676,       22,     4479,       5213,        27
568,    8656,      4693,      163,     4468,       5224,        40
569,    8668,      4693,       29,     4476,       5235,        26
570,    8698,      4715,       29,     4483,       5246,        27
